emp_no,title,fullname,from_date_and_to_date
447982,Senior Engineer,Shiv Baezner,1996-12-16 and 9999-01-01
448769,Technique Leader,Mong Dichev,1997-10-11 and 9999-01-01
449815,Senior Staff,Fumitaka Quittner,1993-04-20 and 9999-01-01
448900,Staff,Mart Talmor,1999-05-11 and 9999-01-01
448918,Engineer,Chiradeep Arlazarov,1989-10-06 and 1998-10-06
448918,Senior Engineer,Chiradeep Arlazarov,1998-10-06 and 9999-01-01
448994,Staff,Haldun Syang,1997-02-11 and 9999-01-01
449189,Senior Staff,Jahangir Bernatsky,1995-09-30 and 9999-01-01
449815,Staff,Fumitaka Quittner,1988-04-20 and 1993-04-20
450309,Technique Leader,Gill Orlowska,1986-12-25 and 9999-01-01
449984,Engineer,Hinrich Perin,1985-11-20 and 1993-11-20
449984,Senior Engineer,Hinrich Perin,1993-11-20 and 9999-01-01
450184,Senior Engineer,Selwyn Henseler,1993-03-09 and 9999-01-01
450475,Senior Staff,Saeed Bahl,1991-01-29 and 9999-01-01
450255,Technique Leader,Udo Waymire,1986-06-14 and 9999-01-01
450888,Senior Staff,Sedat Rande,2001-03-24 and 9999-01-01
450888,Staff,Sedat Rande,1995-03-25 and 2001-03-24
450934,Engineer,Chanjung Raoux,1992-05-25 and 1998-05-25
450817,Engineer,DAIDA Frolund,1987-07-17 and 1996-07-16
450934,Senior Engineer,Chanjung Raoux,1998-05-25 and 9999-01-01
450817,Senior Engineer,DAIDA Frolund,1996-07-16 and 9999-01-01
450936,Senior Staff,Yuriy Ponthieu,1996-12-10 and 9999-01-01
450936,Staff,Yuriy Ponthieu,1991-12-11 and 1996-12-10
451253,Senior Staff,Jaihie Ozeri,1997-06-20 and 9999-01-01
451253,Staff,Jaihie Ozeri,1991-06-21 and 1997-06-20
452137,Engineer,Subir Miake,1993-07-11 and 2002-07-11
451272,Engineer,Jacopo Krohm,1991-04-24 and 1997-04-23
451272,Senior Engineer,Jacopo Krohm,1997-04-23 and 9999-01-01
451275,Senior Staff,Bedrich Isard,1986-06-07 and 9999-01-01
451333,Senior Staff,Radhika Bonifati,1995-03-11 and 9999-01-01
452325,Engineer,Taiji Berstel,1996-12-02 and 2001-12-02
452325,Senior Engineer,Taiji Berstel,2001-12-02 and 9999-01-01
452347,Senior Staff,Shigeichiro Brattka,2001-07-13 and 9999-01-01
452347,Staff,Shigeichiro Brattka,1996-07-13 and 2001-07-13
452365,Assistant Engineer,Fei Gadepally,1988-11-13 and 1997-11-13
452365,Engineer,Fei Gadepally,1997-11-13 and 9999-01-01
452137,Senior Engineer,Subir Miake,2002-07-11 and 9999-01-01
452206,Staff,Arra Esposito,1994-11-03 and 9999-01-01
452956,Senior Engineer,Gou Thombley,1987-04-09 and 9999-01-01
452957,Staff,Alair Nanard,1996-02-10 and 9999-01-01
452982,Senior Staff,Lobel Aloia,1994-12-29 and 9999-01-01
453070,Senior Staff,Aran Rosenbaum,2000-04-24 and 9999-01-01
453070,Staff,Aran Rosenbaum,1991-04-25 and 2000-04-24
453688,Engineer,Chinya Leslie,1995-10-28 and 9999-01-01
453154,Staff,Gao Lally,1996-03-01 and 9999-01-01
453644,Senior Staff,Berni Takkinen,1997-06-08 and 9999-01-01
453644,Staff,Berni Takkinen,1992-06-08 and 1997-06-08
453723,Engineer,Arne Kohling,1985-12-13 and 1993-12-13
453723,Senior Engineer,Arne Kohling,1993-12-13 and 9999-01-01
453760,Senior Staff,Ewing Rajala,2001-06-21 and 9999-01-01
453760,Staff,Ewing Rajala,1996-06-21 and 2001-06-21
453790,Engineer,Fai Keirsey,1994-10-12 and 1999-10-12
453790,Senior Engineer,Fai Keirsey,1999-10-12 and 9999-01-01
453913,Senior Staff,Stein Perng,1998-04-29 and 9999-01-01
454338,Engineer,Mohammed Georg,1998-08-03 and 9999-01-01
453913,Staff,Stein Perng,1993-04-29 and 1998-04-29
454378,Technique Leader,Gina Ossenbruggen,1998-01-03 and 9999-01-01
454736,Engineer,Nechama Ermel,1995-06-05 and 9999-01-01
454791,Senior Engineer,Xiaoqiu Pietracaprina,1994-07-09 and 9999-01-01
454825,Engineer,Kamakshi Schusler,1995-05-25 and 2001-05-24
454825,Senior Engineer,Kamakshi Schusler,2001-05-24 and 9999-01-01
454994,Engineer,Mohan Picht,1991-02-24 and 2000-02-24
454994,Senior Engineer,Mohan Picht,2000-02-24 and 9999-01-01
455726,Senior Staff,Qiwen Kriebel,1992-12-12 and 9999-01-01
455175,Senior Staff,Soenke Zaumen,1998-02-21 and 9999-01-01
455175,Staff,Soenke Zaumen,1992-02-22 and 1998-02-21
455284,Engineer,Luisa Baig,1996-07-12 and 2002-07-12
455284,Senior Engineer,Luisa Baig,2002-07-12 and 9999-01-01
455814,Engineer,Giao DuCasse,1991-07-19 and 1999-07-19
455814,Senior Engineer,Giao DuCasse,1999-07-19 and 9999-01-01
455726,Staff,Qiwen Kriebel,1987-12-13 and 1992-12-12
456767,Senior Staff,Tetsurou Schreiter,1994-07-17 and 9999-01-01
455914,Engineer,Peer Angelopoulos,1989-07-23 and 1996-07-23
455914,Senior Engineer,Peer Angelopoulos,1996-07-23 and 9999-01-01
456767,Staff,Tetsurou Schreiter,1987-07-17 and 1994-07-17
456982,Engineer,Shounak Dratva,1989-01-05 and 1997-01-05
456982,Senior Engineer,Shounak Dratva,1997-01-05 and 9999-01-01
457070,Senior Staff,Gay Plavsic,1994-08-06 and 9999-01-01
457146,Staff,Jinpo Heyers,1999-01-07 and 9999-01-01
457070,Staff,Gay Plavsic,1987-08-06 and 1994-08-06
457411,Senior Engineer,Xudong Peck,1988-04-18 and 9999-01-01
457489,Engineer,Berna Ranst,1985-05-14 and 1992-05-14
457305,Staff,Sorina Lakshmanan,1994-09-03 and 9999-01-01
457489,Senior Engineer,Berna Ranst,1992-05-14 and 9999-01-01
457611,Engineer,Indrajit Krogh,1998-09-18 and 9999-01-01
457337,Technique Leader,Xumin Beidas,1995-04-27 and 9999-01-01
457813,Engineer,Foong Gargeya,1992-01-24 and 2000-01-24
457776,Engineer,Florian Siepmann,1987-12-21 and 1996-12-20
457776,Senior Engineer,Florian Siepmann,1996-12-20 and 9999-01-01
457813,Senior Engineer,Foong Gargeya,2000-01-24 and 9999-01-01
457832,Senior Engineer,Jackson Zielinski,1997-09-12 and 9999-01-01
457938,Senior Staff,Arch Picco,2000-06-07 and 9999-01-01
457938,Staff,Arch Picco,1993-06-07 and 2000-06-07
458383,Engineer,Mabhin Foote,1999-04-23 and 9999-01-01
458111,Engineer,Florian Tramer,1999-11-07 and 9999-01-01
458134,Senior Staff,Thanasis Standera,1992-03-20 and 9999-01-01
458134,Staff,Thanasis Standera,1985-03-20 and 1992-03-20
458191,Staff,George Atchley,1997-07-02 and 9999-01-01
458726,Senior Staff,Shahaf Kitai,1991-12-26 and 9999-01-01
458726,Staff,Shahaf Kitai,1986-12-26 and 1991-12-26
458790,Engineer,Ramya Azadmanesh,1988-11-19 and 1994-11-19
458790,Senior Engineer,Ramya Azadmanesh,1994-11-19 and 9999-01-01
459172,Assistant Engineer,Val Rissanen,1993-11-20 and 1999-11-20
459172,Engineer,Val Rissanen,1999-11-20 and 9999-01-01
459429,Senior Staff,Mohit Verhaegen,1999-05-28 and 9999-01-01
459356,Engineer,Pramod Wendorf,1998-12-25 and 9999-01-01
459429,Staff,Mohit Verhaegen,1992-05-27 and 1999-05-28
459685,Engineer,Hirochika Goldhammer,1998-03-12 and 9999-01-01
460920,Senior Staff,Remzi Mitzlaff,1986-04-06 and 9999-01-01
460131,Staff,Adly Hambrick,1997-07-25 and 9999-01-01
460691,Senior Staff,Munehiko Gihr,1989-12-06 and 9999-01-01
460707,Engineer,Yoshinari Lanteri,1996-12-25 and 2001-12-25
460707,Senior Engineer,Yoshinari Lanteri,2001-12-25 and 9999-01-01
461120,Engineer,Shietung Gelosh,1996-03-26 and 2001-03-26
461120,Senior Engineer,Shietung Gelosh,2001-03-26 and 9999-01-01
461801,Senior Staff,Sumali Cooman,2000-02-16 and 9999-01-01
461270,Staff,Mrinalini Mawatari,1996-01-03 and 9999-01-01
461801,Staff,Sumali Cooman,1992-02-16 and 2000-02-16
462493,Engineer,Paloma Gerlach,1988-07-26 and 1994-07-26
462493,Senior Engineer,Paloma Gerlach,1994-07-26 and 9999-01-01
462795,Senior Staff,Somnath Cummings,2002-07-10 and 9999-01-01
462795,Staff,Somnath Cummings,1994-07-10 and 2002-07-10
463099,Senior Staff,Jinxi Schmiedel,1996-09-20 and 9999-01-01
463023,Staff,Itzchak Penn,1999-01-21 and 9999-01-01
463212,Senior Engineer,Ramya Rossi,1987-03-02 and 9999-01-01
463099,Staff,Jinxi Schmiedel,1990-09-21 and 1996-09-20
463495,Senior Staff,Alenka Barriga,1993-05-06 and 9999-01-01
463495,Staff,Alenka Barriga,1988-05-06 and 1993-05-06
465062,Engineer,Stafford Gist,1988-05-07 and 1995-05-08
463472,Technique Leader,Jaber Sethi,1995-06-06 and 9999-01-01
464284,Senior Staff,Huiqun Henders,1993-05-19 and 9999-01-01
464303,Senior Staff,Abdelghani Nyrup,1994-08-02 and 9999-01-01
464303,Staff,Abdelghani Nyrup,1986-08-02 and 1994-08-02
465062,Senior Engineer,Stafford Gist,1995-05-08 and 9999-01-01
465076,Engineer,Tokuyasu Ghelli,1985-05-05 and 1993-05-05
465076,Senior Engineer,Tokuyasu Ghelli,1993-05-05 and 9999-01-01
465085,Senior Staff,Vidar Gunderson,1996-03-18 and 9999-01-01
465501,Senior Staff,Mrinalini Gire,2000-11-09 and 9999-01-01
465501,Staff,Mrinalini Gire,1992-11-09 and 2000-11-09
465711,Engineer,Lakshmi Frijda,1990-04-21 and 1995-04-21
465409,Senior Staff,Shahid Varman,1993-08-27 and 9999-01-01
465409,Staff,Shahid Varman,1985-08-27 and 1993-08-27
465711,Senior Engineer,Lakshmi Frijda,1995-04-21 and 9999-01-01
466367,Senior Staff,Hiroyasu Strandh,1997-06-05 and 9999-01-01
465853,Staff,Kwan Kampfer,1998-10-16 and 9999-01-01
465874,Assistant Engineer,Herb Picht,1985-05-31 and 1994-05-31
465874,Engineer,Herb Picht,1994-05-31 and 9999-01-01
466064,Senior Staff,Temple Danlos,1994-06-13 and 9999-01-01
466367,Staff,Hiroyasu Strandh,1989-06-05 and 1997-06-05
466745,Senior Staff,Boalin Birsak,2000-10-15 and 9999-01-01
466509,Engineer,Bezalel Verhoeff,1988-03-22 and 1993-03-22
466509,Senior Engineer,Bezalel Verhoeff,1993-03-22 and 9999-01-01
466603,Senior Staff,Yechezkel Nourani,1996-07-31 and 9999-01-01
466603,Staff,Yechezkel Nourani,1991-08-01 and 1996-07-31
466745,Staff,Boalin Birsak,1995-10-16 and 2000-10-15
467392,Engineer,Mariusz Rikino,1995-04-13 and 2001-04-12
467176,Senior Staff,Przemyslawa Borovoy,1998-06-18 and 9999-01-01
467176,Staff,Przemyslawa Borovoy,1993-06-18 and 1998-06-18
467392,Senior Engineer,Mariusz Rikino,2001-04-12 and 9999-01-01
467441,Engineer,Margareta Bondorf,1988-11-07 and 1994-11-07
467269,Technique Leader,Nahum Lambe,1989-08-31 and 9999-01-01
467441,Senior Engineer,Margareta Bondorf,1994-11-07 and 9999-01-01
468360,Technique Leader,Huei Saoudi,1994-08-10 and 9999-01-01
467591,Staff,Kiyotoshi Hennebert,1997-09-21 and 9999-01-01
467886,Senior Staff,Sivanarayana Chandrasekhar,1996-01-24 and 9999-01-01
467918,Staff,Tsuneo Skrikant,1997-10-21 and 9999-01-01
468417,Engineer,Kamakshi Huhdanpaa,1993-08-26 and 2001-08-26
468417,Senior Engineer,Kamakshi Huhdanpaa,2001-08-26 and 9999-01-01
468659,Engineer,Ranga Lemarechal,1989-11-05 and 1997-11-05
468659,Senior Engineer,Ranga Lemarechal,1997-11-05 and 9999-01-01
469253,Engineer,Baruch Basawa,1993-09-17 and 2001-09-17
468773,Engineer,Baziley Brookner,1993-09-22 and 1999-09-22
468773,Senior Engineer,Baziley Brookner,1999-09-22 and 9999-01-01
469104,Engineer,Nadjib Comellas,1996-04-18 and 2002-04-18
469104,Senior Engineer,Nadjib Comellas,2002-04-18 and 9999-01-01
469253,Senior Engineer,Baruch Basawa,2001-09-17 and 9999-01-01
469269,Engineer,Weiyi Codenie,1989-05-27 and 1996-05-27
469269,Senior Engineer,Weiyi Codenie,1996-05-27 and 9999-01-01
469527,Staff,Halsur Ibel,1998-03-05 and 9999-01-01
469366,Engineer,Aiman Wilfing,1990-12-30 and 1999-12-30
469366,Senior Engineer,Aiman Wilfing,1999-12-30 and 9999-01-01
469529,Engineer,Neven Rikino,1988-10-21 and 1993-10-21
469399,Engineer,Hongzhu Ruemmler,1999-02-14 and 9999-01-01
469529,Senior Engineer,Neven Rikino,1993-10-21 and 9999-01-01
469735,Senior Engineer,Arif Stranks,1992-11-16 and 9999-01-01
469867,Senior Staff,Hein Jonsson,1990-02-12 and 9999-01-01
469867,Staff,Hein Jonsson,1985-02-12 and 1990-02-12
471397,Engineer,Nigel Zirintsis,1999-01-03 and 9999-01-01
470456,Senior Staff,Reuven Oehlmann,1994-03-29 and 9999-01-01
470456,Staff,Reuven Oehlmann,1986-03-29 and 1994-03-29
470472,Engineer,Zhiguo Staudhammer,1985-12-03 and 1991-12-03
470472,Senior Engineer,Zhiguo Staudhammer,1991-12-03 and 9999-01-01
471911,Assistant Engineer,Arun Zaccaria,1990-05-31 and 1998-05-31
471532,Technique Leader,Feiyu Decleir,1998-09-13 and 9999-01-01
471552,Staff,Basem Lortz,1997-10-25 and 9999-01-01
471911,Engineer,Arun Zaccaria,1998-05-31 and 9999-01-01
471939,Staff,Kazuhiko Marshall,1999-11-16 and 9999-01-01
472143,Senior Staff,Yahiko Sommen,1996-08-14 and 9999-01-01
472052,Assistant Engineer,Godehard Chinal,1995-12-09 and 9999-01-01
472238,Senior Engineer,Jungsoon Gubsky,1990-10-09 and 9999-01-01
472790,Senior Engineer,Zhenbing Ibel,1985-10-29 and 9999-01-01
473299,Senior Staff,Khaled Penn,1999-05-20 and 9999-01-01
472950,Senior Engineer,Weidon Fordan,1986-03-27 and 9999-01-01
473299,Staff,Khaled Penn,1992-05-19 and 1999-05-20
473268,Senior Staff,Hugo Sgarro,1992-04-24 and 9999-01-01
473940,Engineer,Avishai Majewski,1998-01-10 and 9999-01-01
473490,Senior Staff,Pantung Reeker,1998-05-11 and 9999-01-01
473490,Staff,Pantung Reeker,1992-05-11 and 1998-05-11
475258,Senior Staff,Fumiyo Feinberg,1995-11-22 and 9999-01-01
474331,Senior Staff,Sugwoo Eugenio,1991-10-06 and 9999-01-01
474763,Engineer,Mayuko Clouatre,1997-09-04 and 9999-01-01
474796,Technique Leader,Zongyan Shackel,1986-11-09 and 9999-01-01
475087,Senior Engineer,Genevieve Snedden,1988-10-21 and 9999-01-01
475258,Staff,Fumiyo Feinberg,1987-11-22 and 1995-11-22
475538,Staff,Christophe Leaver,1998-10-31 and 9999-01-01
475938,Engineer,Shigeaki Lanteri,1989-02-17 and 1996-02-18
475938,Senior Engineer,Shigeaki Lanteri,1996-02-18 and 9999-01-01
476055,Senior Staff,Girolamo Schlumberger,1998-03-07 and 9999-01-01
475965,Engineer,Rimon Pietracaprina,1985-07-10 and 1990-07-10
475965,Senior Engineer,Rimon Pietracaprina,1990-07-10 and 9999-01-01
476122,Engineer,Khun Spieker,1995-05-07 and 9999-01-01
476055,Staff,Girolamo Schlumberger,1993-03-07 and 1998-03-07
476327,Engineer,Reinhold Binkley,1995-05-29 and 2000-05-28
476327,Senior Engineer,Reinhold Binkley,2000-05-28 and 9999-01-01
476361,Technique Leader,Doohun Preusig,1985-04-13 and 9999-01-01
477350,Staff,Terresa Vigier,1998-07-08 and 9999-01-01
477578,Engineer,Marit Paludetto,1990-09-30 and 1998-09-30
477578,Senior Engineer,Marit Paludetto,1998-09-30 and 9999-01-01
478170,Assistant Engineer,Doowon Schoegge,1994-05-29 and 2001-05-29
477969,Engineer,Bluma Mundy,1991-10-18 and 2000-10-17
477969,Senior Engineer,Bluma Mundy,2000-10-17 and 9999-01-01
478007,Engineer,Fumino Narahara,1991-09-21 and 2000-09-20
478007,Senior Engineer,Fumino Narahara,2000-09-20 and 9999-01-01
478170,Engineer,Doowon Schoegge,2001-05-29 and 9999-01-01
478218,Engineer,Djenana Erol,1999-01-31 and 9999-01-01
478439,Technique Leader,Yuichiro Bale,1997-11-04 and 9999-01-01
478768,Engineer,Arun Katzenelson,1991-10-28 and 1997-10-27
478833,Engineer,Pradeep Valiente,1992-09-19 and 1998-09-19
478833,Senior Engineer,Pradeep Valiente,1998-09-19 and 9999-01-01
478768,Senior Engineer,Arun Katzenelson,1997-10-27 and 9999-01-01
478799,Senior Staff,Shaw Borovoy,1991-05-11 and 9999-01-01
478858,Staff,Hidekazu Perna,1999-11-08 and 9999-01-01
479024,Engineer,Ewing Kalorkoti,1996-12-21 and 9999-01-01
479601,Staff,Kayoko Bahi,1997-02-19 and 9999-01-01
479407,Assistant Engineer,Randi Tomescu,1986-11-25 and 1993-11-25
479407,Engineer,Randi Tomescu,1993-11-25 and 2000-11-25
479407,Senior Engineer,Randi Tomescu,2000-11-25 and 9999-01-01
480035,Senior Staff,Sukumar Georg,1998-03-27 and 9999-01-01
479695,Senior Staff,Masamitsu Murrill,2002-06-27 and 9999-01-01
479695,Staff,Masamitsu Murrill,1996-06-27 and 2002-06-27
480035,Staff,Sukumar Georg,1990-03-27 and 1998-03-27
480066,Engineer,Suebskul Menhardt,1994-07-26 and 1999-07-26
480178,Senior Staff,Uinam Rahier,1996-02-10 and 9999-01-01
480178,Staff,Uinam Rahier,1991-02-10 and 1996-02-10
480066,Senior Engineer,Suebskul Menhardt,1999-07-26 and 9999-01-01
480407,Engineer,Deniz Bennis,1989-06-24 and 1996-06-24
480407,Senior Engineer,Deniz Bennis,1996-06-24 and 9999-01-01
481213,Senior Staff,Shigehiro Haldar,1999-12-14 and 9999-01-01
480268,Technique Leader,Gaurav Cheshire,1989-03-30 and 9999-01-01
481050,Senior Staff,Weiru Burnard,1999-10-15 and 9999-01-01
481050,Staff,Weiru Burnard,1990-10-15 and 1999-10-15
481213,Staff,Shigehiro Haldar,1991-12-14 and 1999-12-14
481397,Assistant Engineer,Luisa Chelton,1998-08-13 and 9999-01-01
481764,Senior Engineer,Teiji Marrakchi,1986-08-26 and 9999-01-01
481790,Senior Engineer,Haldun Erie,1996-09-12 and 9999-01-01
482335,Engineer,Kwangyoen Peck,1994-01-16 and 9999-01-01
482354,Staff,Jayson Zockler,1999-11-06 and 9999-01-01
482755,Senior Staff,Jouni Conia,1999-10-31 and 9999-01-01
482755,Staff,Jouni Conia,1994-10-31 and 1999-10-31
482944,Senior Staff,Duke Journel,1997-10-25 and 9999-01-01
482944,Staff,Duke Journel,1991-10-26 and 1997-10-25
483401,Senior Staff,Rosita Pokrovskii,1996-08-03 and 9999-01-01
482885,Assistant Engineer,Shaunak Brizzi,1988-09-02 and 1994-09-02
482885,Engineer,Shaunak Brizzi,1994-09-02 and 2000-09-01
482885,Senior Engineer,Shaunak Brizzi,2000-09-01 and 9999-01-01
482905,Senior Staff,Aral Hebden,1991-09-10 and 9999-01-01
483825,Senior Engineer,Marek Mitchem,1992-11-20 and 9999-01-01
483675,Engineer,Hausi Kamber,1988-02-16 and 1993-02-15
483675,Senior Engineer,Hausi Kamber,1993-02-15 and 9999-01-01
483838,Assistant Engineer,Sham Kavanagh,1997-12-18 and 9999-01-01
484126,Senior Staff,Manton Lueh,1989-04-07 and 9999-01-01
483978,Senior Staff,Dung Tanemo,1995-01-28 and 9999-01-01
483978,Staff,Dung Tanemo,1990-01-28 and 1995-01-28
484142,Senior Staff,Perry Cooman,1993-04-22 and 9999-01-01
484142,Staff,Perry Cooman,1987-04-23 and 1993-04-22
484498,Engineer,Herbert Hammerschmidt,1996-08-22 and 2001-08-22
484498,Senior Engineer,Herbert Hammerschmidt,2001-08-22 and 9999-01-01
484756,Engineer,Phule Ruemmler,1990-08-09 and 1996-08-08
484756,Senior Engineer,Phule Ruemmler,1996-08-08 and 9999-01-01
485253,Senior Staff,Gladys Parhami,1996-07-20 and 9999-01-01
485577,Senior Engineer,Rafael Menhoudj,1997-04-27 and 9999-01-01
485489,Assistant Engineer,Keiichiro Armand,1986-12-14 and 1991-12-14
485489,Engineer,Keiichiro Armand,1991-12-14 and 1996-12-13
485489,Senior Engineer,Keiichiro Armand,1996-12-13 and 9999-01-01
485579,Engineer,Munehiro Iwayama,1986-12-16 and 1992-12-15
485579,Senior Engineer,Munehiro Iwayama,1992-12-15 and 9999-01-01
486068,Senior Staff,Yefim Bernardeschi,2001-06-26 and 9999-01-01
485799,Senior Staff,Yoshimitsu Litvinov,1997-11-22 and 9999-01-01
485817,Engineer,Mahmut Bolotov,1995-01-10 and 9999-01-01
486068,Staff,Yefim Bernardeschi,1996-06-26 and 2001-06-26
486918,Senior Staff,Yagil Remmers,1994-11-01 and 9999-01-01
486808,Senior Engineer,Geoffrey Siochi,1998-12-27 and 9999-01-01
486956,Engineer,Matt Ruemmler,1993-10-14 and 9999-01-01
486958,Engineer,Tonny Kropf,1986-07-30 and 1992-07-29
486958,Senior Engineer,Tonny Kropf,1992-07-29 and 9999-01-01
487008,Senior Staff,Zhigen Raney,1993-05-26 and 9999-01-01
487505,Senior Staff,Uno Jayawardene,1993-11-01 and 9999-01-01
487505,Staff,Uno Jayawardene,1987-11-02 and 1993-11-01
488095,Senior Staff,Francoise Hegner,1997-12-23 and 9999-01-01
488142,Senior Staff,Denis Narlikar,1997-06-30 and 9999-01-01
487988,Senior Staff,Ekawit Schaft,1999-05-20 and 9999-01-01
487988,Staff,Ekawit Schaft,1990-05-20 and 1999-05-20
488142,Staff,Denis Narlikar,1991-07-01 and 1997-06-30
488619,Engineer,Georgy Bennis,1998-04-11 and 9999-01-01
488693,Senior Engineer,Jiong Zultner,1993-03-10 and 9999-01-01
488482,Engineer,Kensyu Tsunoo,1999-12-05 and 9999-01-01
488540,Senior Staff,Breannda Maquelin,1996-04-12 and 9999-01-01
488707,Senior Staff,Mihalis Remmers,1996-02-29 and 9999-01-01
488707,Staff,Mihalis Remmers,1990-03-01 and 1996-02-29
488752,Senior Staff,Nimmagadda Baja,2002-02-09 and 9999-01-01
488752,Staff,Nimmagadda Baja,1994-02-09 and 2002-02-09
488984,Senior Staff,Kendra Junet,1993-02-28 and 9999-01-01
488788,Senior Staff,Wuxu Garigliano,1997-09-21 and 9999-01-01
488788,Staff,Wuxu Garigliano,1990-09-21 and 1997-09-21
488984,Staff,Kendra Junet,1986-02-28 and 1993-02-28
489755,Senior Staff,Matk Chorvat,2000-12-29 and 9999-01-01
489755,Staff,Matk Chorvat,1994-12-30 and 2000-12-29
489756,Senior Staff,Kersti Miculan,1999-06-10 and 9999-01-01
489756,Staff,Kersti Miculan,1992-06-09 and 1999-06-10
490720,Senior Engineer,Younwoo Samarati,1996-08-19 and 9999-01-01
489928,Assistant Engineer,Satoru Janetzko,1997-07-26 and 9999-01-01
490551,Engineer,Lalit Lindqvist,1998-11-07 and 9999-01-01
491079,Senior Engineer,Kwangsub Keirsey,1992-02-04 and 9999-01-01
490557,Engineer,Luise Vigier,1994-07-01 and 2001-07-01
490557,Senior Engineer,Luise Vigier,2001-07-01 and 9999-01-01
490568,Senior Engineer,Zita Reistad,1998-07-23 and 9999-01-01
491162,Senior Engineer,Panayotis Hempstead,1994-08-29 and 9999-01-01
491478,Senior Staff,Gill Varman,1996-06-18 and 9999-01-01
491478,Staff,Gill Varman,1988-06-18 and 1996-06-18
491596,Engineer,Charmane Pargas,1988-07-29 and 1993-07-29
491632,Senior Staff,Gadiel Perly,1994-10-20 and 9999-01-01
491596,Senior Engineer,Charmane Pargas,1993-07-29 and 9999-01-01
491632,Staff,Gadiel Perly,1986-10-20 and 1994-10-20
492052,Staff,Udo Ratnakar,1999-11-30 and 9999-01-01
493031,Senior Staff,Hironoby Jakobus,1996-07-29 and 9999-01-01
492000,Senior Staff,Valeska Cools,1999-12-16 and 9999-01-01
492000,Staff,Valeska Cools,1993-12-16 and 1999-12-16
492217,Senior Engineer,Heekeun Verhaegen,1991-09-28 and 9999-01-01
492639,Engineer,Sanjoy Porenta,1997-07-10 and 9999-01-01
492677,Engineer,Goetz McAffer,1988-02-05 and 1994-02-04
492677,Senior Engineer,Goetz McAffer,1994-02-04 and 9999-01-01
493031,Staff,Hironoby Jakobus,1991-07-30 and 1996-07-29
493048,Senior Staff,Muzhong Berztiss,2001-01-22 and 9999-01-01
493048,Staff,Muzhong Berztiss,1995-01-23 and 2001-01-22
493096,Engineer,Sachem Msuda,1995-04-07 and 9999-01-01
496100,Staff,Pranjal Reinhard,1995-05-08 and 9999-01-01
493744,Senior Engineer,Leni Kropatsch,1997-07-17 and 9999-01-01
494019,Senior Staff,Morrie Iisaku,1999-05-06 and 9999-01-01
494019,Staff,Morrie Iisaku,1991-05-06 and 1999-05-06
494088,Engineer,Phule Dahlbom,1989-02-06 and 1997-02-06
494088,Senior Engineer,Phule Dahlbom,1997-02-06 and 9999-01-01
494493,Staff,Masasuke Koprowski,1996-11-20 and 9999-01-01
494995,Senior Staff,Yongmao Pouyioutas,1996-08-24 and 9999-01-01
494995,Staff,Yongmao Pouyioutas,1989-08-24 and 1996-08-24
496970,Senior Engineer,Giordano Maquelin,1999-12-31 and 9999-01-01
497007,Engineer,Oldrich Adachi,1997-04-03 and 2002-04-03
497007,Senior Engineer,Oldrich Adachi,2002-04-03 and 9999-01-01
496978,Senior Staff,Danco Debuse,1998-09-10 and 9999-01-01
496978,Staff,Danco Debuse,1993-09-10 and 1998-09-10
497174,Engineer,Sanjiv Bressoud,1993-04-27 and 1998-04-27
497174,Senior Engineer,Sanjiv Bressoud,1998-04-27 and 9999-01-01
497835,Technique Leader,Shuho Laurillard,1999-10-06 and 9999-01-01
497340,Senior Staff,Fayez Keohane,1990-09-19 and 9999-01-01
497391,Engineer,Paris Lieblein,1999-05-19 and 9999-01-01
498337,Staff,Naraig Docker,1997-05-17 and 9999-01-01
498185,Senior Engineer,Caolyn Marciano,1999-06-06 and 9999-01-01
498635,Senior Staff,Florian Pezzoli,1997-07-22 and 9999-01-01
498456,Senior Staff,Geraldo Gerteisen,1993-06-04 and 9999-01-01
498456,Staff,Geraldo Gerteisen,1987-06-05 and 1993-06-04
498635,Staff,Florian Pezzoli,1988-07-22 and 1997-07-22
498838,Senior Staff,Sanjay Ciolek,1998-12-13 and 9999-01-01
498838,Staff,Sanjay Ciolek,1989-12-13 and 1998-12-13
498845,Senior Engineer,Arumugam Pelc,1999-11-13 and 9999-01-01
499495,Engineer,Baoqiu Kakkar,1999-08-30 and 9999-01-01
498955,Engineer,Nechama Kandlur,1995-01-16 and 2002-01-16
498955,Senior Engineer,Nechama Kandlur,2002-01-16 and 9999-01-01
499194,Senior Staff,Padma Delgrange,1998-01-02 and 9999-01-01
499260,Engineer,Danae Honglei,1998-09-14 and 9999-01-01
