emp_no,fullname,from_date,salary,title
93923,Weiyi Luon,1997-01-05,40000,Senior Engineer
93925,Mart Demian,1993-09-18,40000,Technique Leader
93928,Tomoyuki Axelband,1995-09-24,97546,Staff
93932,Giap Parveen,1992-10-08,67638,Senior Staff
93938,Boutros Veeraraghavan,1999-08-09,117948,Staff
93942,Thanasis Tiemann,1998-05-26,40000,Senior Engineer
93943,Vitali Kawashimo,1999-08-03,58572,Senior Staff
93947,Toshiki Heyers,1997-03-08,40553,Engineer
93950,Gil Yoshizawa,1997-07-08,41556,Senior Staff
93954,Teruyuki Paciorek,2001-11-11,40000,Senior Staff
93955,Hongzue Zobel,1999-01-28,40000,Engineer
93958,Morrie Cyre,1993-01-08,40000,Senior Staff
93960,Xianlong Seghrouchni,1991-04-23,79786,Senior Staff
93964,Shimshon Chelton,1988-05-21,47440,Senior Staff
93975,Gererd Calkin,1993-01-13,50598,Senior Staff
93976,Demin Dengi,1997-11-08,43871,Senior Staff
93979,Rosita Stassinopoulos,1999-02-13,50952,Engineer
93981,Kensei Czap,1997-05-03,50269,Staff
93986,Elzbieta Perry,1992-03-24,74080,Senior Staff
93995,Saeed Luon,1997-11-19,40000,Senior Engineer
94003,Volkmar Gecsei,1999-05-24,43698,Engineer
94006,Pranjal Kawashimo,1996-12-14,40000,Senior Engineer
94008,Sumali Itzfeldt,2001-08-03,71411,Senior Staff
94010,Jouko Puppe,1999-05-17,41194,Assistant Engineer
94011,Kellie Ghalwash,1991-04-05,48180,Senior Engineer
94026,Gudjon Birsak,1999-10-06,40243,Staff
94028,Bernt Fraisse,1991-10-11,58868,Senior Staff
94030,Masato Shobatake,1998-07-03,40000,Assistant Engineer
94032,Jinya Katiyar,1997-08-28,49006,Senior Engineer
94034,Vasilis Riesenhuber,1998-02-28,40000,Engineer
94037,Youngkon Kroon,1998-10-29,86999,Staff
94038,Gio Schnabel,2000-05-31,100868,Senior Staff
94040,Candido Bage,2001-06-03,62535,Engineer
94042,Yonghoan Bruckman,1999-12-10,76816,Senior Staff
94046,Valeska Nourani,1988-07-07,63968,Senior Staff
94050,LiMin Fraisse,1998-01-19,40000,Staff
94055,Roded Verspoor,1997-03-06,40000,Senior Staff
94058,Lucian Ginneken,1999-02-06,58882,Senior Engineer
94062,Maia Genther,1994-11-21,40000,Senior Staff
94066,Premal Gunderson,1999-10-26,50261,Senior Engineer
94068,Radhika Luca,1999-06-29,84337,Senior Engineer
94075,Chenxi Fendler,1998-04-03,40000,Senior Engineer
94078,Adamantios Yeung,1994-08-25,95615,Senior Staff
94080,Pradeep McDermid,1996-02-20,54921,Engineer
94099,Susuma Vickson,2001-02-23,40000,Senior Staff
94103,Kamran Kitsuregawa,2000-02-27,40000,Senior Staff
94107,Hiroyasu Lipner,1995-05-09,40000,Senior Engineer
94118,Gina Ellozy,1987-07-07,40000,Technique Leader
94119,Evgueni Albarhamtoshy,1992-12-01,45817,Senior Engineer
94120,Limsoon Ohori,1994-07-28,40000,Senior Engineer
94134,Geoffry Lorho,1996-10-31,64510,Senior Staff
94141,Kazuhide Ginneken,1990-01-26,59340,Senior Staff
94142,Weiyi Avouris,1992-08-21,52579,Senior Engineer
94143,Bartek Argence,1992-05-10,40000,Senior Engineer
94147,Khun Pelc,1996-03-11,60189,Senior Engineer
94149,Mong Brattka,2002-05-28,40000,Senior Engineer
94150,Geoffrey Eiron,1997-11-29,81171,Staff
94151,Malu Turnbull,1999-06-22,46815,Senior Staff
94156,Kristen Norsworthy,1994-12-09,50660,Senior Staff
94158,Marc Gargeya,1998-04-07,40000,Senior Staff
94161,Sajjad Zuberek,1997-09-12,47335,Senior Staff
94162,Marin Viele,1999-06-29,40000,Technique Leader
94164,Frazer Naumovich,1994-09-27,59615,Senior Staff
94170,Bader Yoshimura,1997-09-16,40000,Senior Staff
94172,Ronnie Bage,1995-08-05,74442,Senior Staff
94178,Zhanqiu Mondadori,1997-07-20,81090,Staff
94181,Mizuhito Maierhofer,1998-04-19,50430,Staff
94186,Jiafu Simkin,1996-12-15,57953,Senior Staff
94195,Arch Rabehasaina,1993-10-01,40000,Senior Staff
94197,Alain Maksimenko,2001-03-22,91693,Senior Staff
94200,Mahendra Michaeli,1992-03-29,56983,Senior Staff
94201,Mana Fabrizio,1990-10-14,57010,Senior Engineer
94206,Denis Cooley,1992-02-21,57305,Senior Staff
94208,Kaijung Lienhardt,2000-10-23,56654,Senior Staff
94210,Ekawit Pouyioutas,1990-09-29,61007,Senior Staff
94211,Martins Yurov,1994-12-04,41359,Senior Engineer
94225,Yakkov Chaudhuri,1996-09-12,74286,Senior Engineer
94229,Shen Thambidurai,1999-10-20,59707,Senior Engineer
94239,Divier Rosiles,1996-12-13,40000,Senior Engineer
94256,Radoslaw Yavatkar,1996-12-04,40000,Senior Engineer
94260,Shooichi Marquardt,1995-08-27,63630,Engineer
94264,Khalil Cronan,1996-05-31,40000,Engineer
94270,Serge Heuser,1994-04-21,47324,Senior Staff
94271,Mircea Verhoeff,1991-07-01,40000,Senior Engineer
94272,Constantine Zielinski,1999-11-30,42584,Engineer
94281,Rutger Peres,1994-09-03,40000,Senior Engineer
94285,Goa Munro,1998-06-29,40000,Engineer
94287,Kiyokazu Buchter,1985-06-20,56942,Senior Staff
94288,Michaela Monarch,2000-08-04,40168,Senior Engineer
94292,Martien Bisiani,1999-01-25,48891,Senior Staff
94293,Susuma Qiwen,1998-03-09,40000,Assistant Engineer
94300,Yongmin Ranze,2000-01-22,40000,Senior Staff
94309,Tomoyuki Zobel,1995-04-05,58503,Senior Engineer
94311,Suvo Veevers,1997-10-12,40000,Senior Engineer
94313,Menkae Birdsall,1985-03-14,40000,Senior Engineer
94320,Kirk Papsdorf,1993-09-24,40000,Senior Engineer
94322,Ronnie Moffat,1993-09-29,55093,Senior Engineer
94327,Georgy Straney,1996-10-20,40000,Senior Engineer
94329,Zhiwei Przulj,1994-01-07,40000,Senior Staff
94332,Teiji Sudbeck,1996-09-24,70419,Staff
94341,Bokyung Serre,1993-11-11,43773,Senior Engineer
94342,Ramalingam Demizu,1990-05-14,40000,Senior Engineer
94351,Stafford Langford,1995-08-13,40000,Senior Staff
94354,Aleksandar Apsitis,2000-07-19,43522,Senior Engineer
94364,Heon Heping,1995-05-29,40000,Engineer
94379,Sachio Lakshmanan,1997-12-04,44187,Senior Engineer
94381,Gift Guardalben,1995-02-13,51521,Staff
94383,Shichao Peyn,1998-07-30,55391,Assistant Engineer
94384,Aris Janetzko,2001-04-14,67029,Senior Staff
94388,Zvonko Denos,1997-07-19,48919,Senior Staff
94392,Denny Staelin,1997-05-03,40000,Senior Staff
94393,Lobel Baalen,2002-06-23,48706,Senior Engineer
94395,Shuky Ozeri,2000-11-05,40921,Senior Staff
94404,Steve Murrill,1994-10-19,55113,Engineer
94405,Ramalingam Escriba,2000-11-02,56322,Senior Staff
94410,Iara Schieder,1994-01-15,58035,Senior Staff
94411,Mahendra Lueh,1989-12-14,40687,Senior Staff
94414,Yuuichi Roohalamini,2002-07-15,40000,Senior Staff
94422,Ayakannu Fortenbacher,1993-01-14,59735,Senior Staff
94425,Kersti Nergos,1998-09-07,69211,Senior Staff
94429,Apostol Peir,1989-02-21,87733,Senior Staff
94430,Adam Wiegley,2000-01-17,40000,Senior Staff
94438,Demos Lueh,2000-06-05,40000,Senior Engineer
94451,Wayne Skafidas,1997-05-26,53303,Staff
94456,Goncalo Iisaka,1998-06-04,40499,Engineer
94461,Heather Dahlbom,1993-11-21,61807,Technique Leader
94462,Sadegh Lukaszewicz,1989-09-20,64764,Senior Staff
94464,Weicheng Alameldin,1994-10-19,40000,Staff
94465,Huiqun Dalphin,2001-03-20,40000,Senior Engineer
94469,Moto Fendler,1993-09-14,50405,Senior Staff
94470,Deniz Broder,1992-01-21,57538,Senior Staff
94474,Soenke Lorch,1998-04-21,40000,Senior Staff
94480,Remzi Majewski,1986-10-24,46941,Senior Engineer
94494,Yuuichi Choobineh,1996-10-22,40000,Senior Engineer
94496,Sungwon Akiyama,1997-03-16,40414,Senior Staff
94504,Cordelia Moehrke,1996-05-06,40231,Engineer
94516,Toong Rassart,1995-01-27,57736,Senior Engineer
94521,Deborah Schlegelmilch,1993-07-10,57799,Senior Staff
94525,Sadok Brookner,1988-05-06,40000,Senior Engineer
94531,Kannan Bahl,1993-03-05,49858,Senior Staff
94533,Hsiangchu Usdin,1998-09-18,60890,Senior Engineer
94534,Deborah Navazio,1999-09-23,91470,Senior Staff
94539,Kerryn Tyugu,1995-08-24,40000,Senior Staff
94541,Nathalie Naudin,1999-04-09,43780,Senior Engineer
94545,Piyawadee Kalorkoti,1997-10-23,51032,Senior Engineer
94548,Roddy Dayana,1997-04-09,74174,Staff
94550,Udi Gimbel,1998-01-25,64248,Staff
94562,Nakhoon Syrotiuk,1997-08-31,40000,Senior Staff
94564,Elzbieta Demeyer,2000-10-05,65404,Senior Staff
94567,Hugh Bernini,1999-09-15,40000,Senior Staff
94568,Baruch Blokdijk,2000-01-23,40000,Senior Engineer
94574,Abdelghani Dulli,1991-09-09,41871,Senior Staff
94577,Marin Menhardt,2000-11-17,44564,Senior Engineer
94582,Willard Baar,1996-02-16,56843,Senior Engineer
94585,Juichirou Serna,1995-04-09,56521,Senior Staff
94588,Shigeaki Peck,1994-05-12,68039,Staff
94589,Sibyl Heusch,1999-01-24,40000,Technique Leader
94590,Sanjoy Constantine,1998-10-26,55663,Senior Engineer
94591,Tsvetan Quadeer,1997-06-11,70456,Senior Engineer
94592,Sven Boudaillier,1995-07-24,52369,Senior Engineer
94595,Bingning Conry,1995-02-26,87049,Senior Staff
94596,Nahid Biros,1993-02-07,45491,Senior Engineer
94597,Parto Penn,2001-11-24,46074,Senior Engineer
94599,Renee Randi,1996-10-14,41568,Senior Engineer
94603,Fox Kuszyk,1994-05-16,46637,Senior Engineer
94604,Shuho Vesel,1991-05-26,52040,Senior Engineer
94606,Berni Casley,1993-09-13,67274,Senior Staff
94615,Toshimi Bruckman,1989-04-29,46985,Technique Leader
94617,Bedrich Azevdeo,2000-10-02,78547,Engineer
94623,Kellie Poupard,1999-06-06,40000,Senior Staff
94625,Kwangyoen Kalorkoti,2001-11-14,46820,Senior Engineer
94629,Yongmao Dichev,2000-12-30,59154,Senior Engineer
94632,Michaela Scharstein,1997-05-21,60789,Senior Staff
94634,Katsuyuki Vigier,1992-11-19,40000,Technique Leader
94637,Kazuhira Terekhov,1998-01-08,67951,Senior Engineer
94644,Goetz Awdeh,2001-09-15,40000,Engineer
94647,Jiann Delaune,1991-05-26,73281,Senior Staff
94650,Nevin Isaac,1995-01-17,79033,Senior Engineer
94655,Somnath Nitsch,1995-08-06,40000,Senior Engineer
94658,Basil Kaelbling,1995-08-08,93862,Senior Staff
94665,Nirmal Talmon,1993-11-23,52641,Senior Staff
94666,Gudjon Denti,1994-08-15,59634,Senior Engineer
94667,Naraig Rebaine,1999-04-26,40000,Senior Staff
94668,Youssef Gomatam,1998-02-02,56137,Senior Staff
94680,Teruyuki Baja,1995-10-02,49933,Senior Staff
94681,Nigel Clemencon,1992-01-13,45741,Senior Engineer
94684,Subbu Stiles,1998-09-18,48058,Senior Engineer
94697,Bouchung Pokrovskii,1998-12-26,40000,Engineer
94704,Rimon Thombley,1997-06-06,43336,Senior Engineer
94709,Brewster Lemarechal,1998-02-11,40000,Senior Engineer
94710,Anneke Schrooten,1999-01-01,79794,Assistant Engineer
94711,Candida Michaels,1996-09-18,42068,Technique Leader
94726,Boalin Babu,1994-05-11,63269,Staff
94730,Wanqing Attimonelli,1998-09-16,56590,Senior Staff
94731,Bernd Koblitz,1999-03-15,40000,Senior Engineer
94732,Heping Eiter,1991-01-11,40673,Technique Leader
94734,Bingning Anguita,1987-12-01,70247,Senior Engineer
94735,Rosine Peak,1988-01-23,45032,Senior Engineer
94736,Visit Trelles,1993-06-14,40000,Senior Staff
94743,Jinxi Reinhard,1991-02-06,51818,Technique Leader
94745,Genki Leslie,1997-08-27,40000,Senior Engineer
94748,Jianhao Talmor,1997-01-13,45542,Staff
94751,Aris Goodrum,2002-04-06,40000,Senior Engineer
94756,Subhrajyoti Thorensen,1990-12-02,47392,Senior Staff
94758,Jaewoo Barbanera,1994-09-15,40000,Senior Engineer
94759,Shaunak Servi,1993-08-11,70915,Senior Engineer
94760,Claudi Serot,1998-12-04,89744,Senior Staff
94769,Guozhong Montemayor,1986-10-27,41393,Senior Engineer
94771,Jongsuk Schurmann,1998-04-14,54362,Senior Engineer
94774,KayLiang Rande,1998-08-12,40000,Senior Engineer
94775,Moie Kilgore,1994-03-20,77750,Senior Staff
94783,Ebbe Hofting,1996-11-15,53131,Engineer
94785,Nimmagadda Meriste,1999-01-09,56450,Senior Staff
94789,Jacqueline Bernardeschi,2000-03-03,40000,Senior Staff
94800,Sastry Bolsens,1993-03-14,54964,Senior Engineer
94807,Zvonko Schade,1999-09-27,48677,Senior Staff
94808,Ramya Kaiserswerth,1998-06-04,48139,Senior Engineer
94812,Koichi Roisin,2000-01-20,59570,Staff
94813,Bowen Peyn,2000-02-02,51169,Engineer
94815,Kwun Dusink,1986-07-14,46691,Technique Leader
94822,Marit Parascandalo,1999-12-16,64435,Staff
94827,Gunilla Waymire,2002-07-26,40000,Senior Engineer
94828,Anoosh Dahlbom,1992-04-24,40000,Senior Staff
94829,Uno Daescu,2000-07-12,54262,Engineer
94833,Miyeon Kleiser,1991-04-01,74499,Senior Staff
94836,Anwar Hofmeyr,1999-06-15,75519,Engineer
94838,Howell Czap,1998-10-17,56605,Senior Staff
94839,Barna Pesch,1999-04-04,70251,Staff
94849,Shao Koshino,1987-06-26,74677,Technique Leader
94858,Christophe Auria,1994-08-10,49656,Technique Leader
94861,Pranav Kleiser,1997-01-08,64025,Engineer
94862,Gro Baek,1994-07-11,40000,Senior Staff
94864,Boriana Cronin,1992-05-17,55708,Senior Engineer
94869,Zhenhua Tischendorf,1995-01-14,40023,Senior Staff
94871,Kasidit Chenney,2001-04-09,94395,Senior Staff
94872,Guoxiang Rathonyi,2002-04-27,40000,Senior Staff
94885,Vidya Detkin,1999-08-18,41658,Engineer
94890,Mayuri Piancastelli,1996-05-09,70621,Senior Staff
94897,Mingzeng Szmurlo,1991-09-19,40000,Senior Engineer
94898,Kristof Vandervoorde,2000-09-23,40849,Senior Engineer
94900,Atilio Zyda,1996-04-09,40000,Assistant Engineer
94903,Phillip Diderrich,1998-12-08,53942,Assistant Engineer
94906,Shaowen Yurov,1992-07-02,40912,Technique Leader
94909,Gal Acton,1999-04-10,97408,Staff
94914,Ranan Preusig,1996-12-27,88459,Senior Staff
94915,Maya Socorro,1997-01-14,40000,Engineer
94920,Gretta Birrer,1986-09-17,40000,Senior Engineer
94922,Shaowen Neimat,1988-07-05,66493,Technique Leader
94935,Christophe Wynblatt,1993-07-16,66082,Senior Engineer
94940,Hiroyasu Passino,1999-10-29,40000,Engineer
94943,Mechthild Flanders,1999-10-11,81817,Senior Engineer
94949,Bilhanan Nations,1999-04-04,56140,Senior Engineer
94950,Duke Hofman,1992-03-31,40000,Senior Staff
94955,Jaber Honiden,2000-01-10,40786,Senior Engineer
94957,Roselyn Genther,1995-04-14,44504,Senior Engineer
94965,Gaurav Lubachevsky,1993-08-06,47827,Staff
94970,Kwangjo Huhdanpaa,2001-01-24,40000,Senior Engineer
94972,Caolyn Rubsam,1993-03-24,40000,Senior Engineer
94973,Kwan Peck,1999-06-29,48251,Engineer
94975,Sarita Petersohn,1999-04-22,40000,Senior Engineer
94979,Mary Chimia,1999-06-24,71028,Senior Staff
94986,Zhilian Beerel,1994-10-28,49537,Staff
94987,Kazuhira Berendt,2000-11-19,40793,Engineer
94988,Martina Improta,1993-12-10,40000,Senior Engineer
94998,Goh Koblitz,1996-01-31,40000,Senior Engineer
95001,Berhard Kalloufi,1999-01-06,63565,Senior Staff
95002,Qingxiang Bernini,1998-10-16,42073,Staff
95003,Eberhardt Baba,1999-08-05,40000,Senior Engineer
95017,Divier Arlazarov,1999-12-22,52274,Engineer
95021,Howell Denos,1995-07-03,48668,Technique Leader
95027,Godehard Kriebel,1993-10-08,40000,Engineer
95035,Yoshinari Trumbly,2000-03-19,59753,Senior Staff
95036,Christfried Sessa,1994-11-26,73520,Senior Engineer
95046,Bogdan Spinelli,1992-08-13,62929,Senior Staff
95051,Junsik Varman,2001-10-12,51730,Senior Engineer
95052,Richara Masada,1995-12-25,41876,Engineer
95053,Mingzeng Malabarba,1996-12-07,61737,Senior Engineer
95054,Girolamo McConalogue,1989-05-24,44910,Senior Engineer
95056,Serif Terekhov,1988-02-21,40000,Senior Staff
95085,Rosella Hasham,1986-02-21,59923,Senior Staff
95088,Oksana Babb,1990-07-03,47076,Senior Staff
95090,Hidde Cochrane,1993-12-20,73992,Engineer
95095,Gopalakrishnan Coorg,1999-08-10,48877,Senior Staff
95101,Marit Snedden,2001-12-20,40000,Senior Engineer
95104,Hideyuki Magalhaes,2001-10-28,57141,Senior Staff
95110,Srinidhi Gargeya,2001-03-23,47454,Senior Engineer
95111,Maik Matzke,1999-12-19,65872,Staff
95116,Oguz Lorys,1994-03-03,40000,Senior Staff
95126,Danae Nitto,2000-03-08,65863,Senior Engineer
95133,Shiv Strandh,1998-07-27,40000,Senior Engineer
95136,Margareta Matzen,1996-05-04,62437,Senior Staff
95137,Shuho Henseler,2001-09-17,57075,Senior Engineer
95141,Kshitij Dalphin,1998-07-01,67457,Assistant Engineer
95142,Kien Besancenot,1995-01-24,72749,Senior Staff
95143,Vidar Macedo,1989-04-04,40000,Senior Engineer
95144,Remzi Shokrollahi,1999-02-03,58841,Senior Engineer
95145,Marla Milicia,1999-08-14,40000,Engineer
95146,Remzi Serov,1994-01-22,46924,Senior Engineer
95147,Shietung Gecsel,1995-06-25,40000,Senior Engineer
95150,Bluma Parascandalo,1994-06-23,50866,Staff
95152,Sarita Riefers,1997-08-29,53183,Staff
95153,Guangming Kawashima,1993-12-16,57490,Senior Engineer
95156,Zhigen Katiyar,1998-05-08,79076,Senior Staff
95165,Adel Ramaiah,1997-04-02,56203,Senior Engineer
95169,Godehard Bisiani,1997-08-19,40000,Engineer
95173,Dines dAstous,2001-08-14,64291,Senior Staff
95176,Demin Markovitch,2000-05-04,64760,Senior Engineer
95185,Vesna Roisin,1996-10-04,70534,Engineer
95188,Zsolt Vickson,1996-10-21,51570,Senior Engineer
95189,Rayond Speek,1999-07-12,40000,Staff
95190,Elgin Onuegbe,1996-09-22,40000,Senior Staff
95193,Kazuhito Zielinski,1999-11-02,54098,Senior Staff
95200,Guenter Kalefeld,1995-10-13,56950,Senior Engineer
95212,Feipei Kobara,1997-11-11,40000,Senior Staff
95214,Sham Vesna,2001-12-27,55285,Senior Engineer
95219,Shaw Porenta,1995-04-05,62262,Senior Engineer
95223,Torsten Quittner,1996-07-26,40000,Engineer
95232,Atreyi Ernst,1998-12-25,40000,Engineer
95233,Van Segond,1999-01-22,40000,Senior Engineer
95236,JoAnna Swick,1999-07-26,64630,Staff
95238,Hailing Danner,1998-10-23,40000,Senior Engineer
95248,Tsuneo Akaboshi,1994-12-10,41712,Senior Staff
95252,Rosine Slobodova,1998-04-26,40000,Senior Staff
95256,Xiaocheng Hennings,1995-05-15,40000,Senior Staff
95257,Shih Ratzlaff,1985-04-06,40000,Technique Leader
95277,Gina Gist,1996-09-12,43492,Senior Engineer
95281,Kensyu Savasere,1986-02-05,67202,Senior Staff
95283,Kwee Peak,1991-05-21,47865,Senior Staff
95285,Dipayan Muhling,1998-06-13,78422,Engineer
95289,Teunis Coombs,1996-05-19,43027,Senior Engineer
95291,Leandro Syang,1999-11-10,74491,Staff
95294,Dulce Bain,1994-07-13,59900,Senior Engineer
95306,Aral Zeleznik,1999-12-09,40000,Senior Staff
95310,Remmert Rouquie,1998-09-29,79594,Senior Staff
95317,Srinidhi Rosis,1992-02-05,67675,Senior Staff
95318,Premal Thambidurai,1990-04-09,40000,Senior Engineer
95322,Remzi Demizu,1993-12-12,66323,Senior Staff
95323,Patricia Makinen,1993-03-21,40000,Senior Engineer
95330,Giap Xiaoshan,1998-11-10,40000,Staff
95340,Yongmin Simmen,1999-08-27,58909,Senior Engineer
95341,Kokou Demeyer,1991-11-28,40000,Senior Engineer
95342,Yifei Vendrig,1999-03-08,56853,Senior Staff
95344,Rutger Herber,1999-09-25,54401,Engineer
95346,Jouko Heering,1993-01-20,70408,Senior Staff
95349,Sorina Ushiama,1998-09-08,40000,Engineer
95352,Martine Pews,1995-04-21,61525,Staff
95354,Suvo Rahimi,1997-06-27,55831,Staff
95357,Aria Karunanithi,1998-05-22,46712,Engineer
95362,Yonghong Zyda,2001-12-24,64753,Senior Staff
95365,Xuejia Sichman,1993-06-20,40000,Senior Engineer
95368,Arco Sichman,1986-01-05,45031,Technique Leader
95369,Dipankar Magliocco,1989-05-13,40000,Senior Engineer
95370,Gila Shumilov,1990-12-09,40000,Senior Engineer
95372,Sanjeeva Cochrane,2000-08-21,46186,Senior Engineer
95376,Vishu Docker,1991-11-23,59216,Senior Engineer
95378,Gro Krone,1995-04-12,47416,Assistant Engineer
95381,Otilia Falby,2001-10-03,48757,Senior Engineer
95383,Jaewon Willoner,1998-12-10,40000,Staff
95384,Chinya Jiafu,1994-02-20,41632,Senior Engineer
95386,Maik Claffy,1998-10-24,55109,Senior Engineer
95389,Lunjin Lund,1994-09-13,73560,Senior Engineer
95391,Hatem Kemmerer,1989-09-17,42880,Senior Engineer
95393,Udaiprakash Magliocco,1994-05-02,40000,Engineer
95398,Mohit Gill,1994-09-05,42226,Engineer
95399,Goa Raney,1998-06-14,40000,Senior Engineer
95401,Tru Walston,2001-08-14,40000,Senior Engineer
95405,Phillip Ellozy,1993-04-17,68430,Senior Staff
95409,Mats Heydon,1995-09-30,81936,Staff
95411,Herb Melichar,1997-03-19,40000,Staff
95419,Arno Morrey,2001-09-16,67565,Senior Staff
95424,Krister Garnham,1995-07-30,40000,Senior Staff
95426,Shridhar Candan,1997-01-13,40000,Engineer
95427,George Braunmuhl,1995-06-07,40000,Senior Staff
95428,Shuzo Conde,1991-08-09,72748,Senior Staff
95431,Anyuan Braunmuhl,1988-04-03,50083,Senior Engineer
95436,Zito Rando,1999-06-08,74842,Senior Staff
95438,Bluma Mersereau,1998-08-05,40000,Assistant Engineer
95439,Shuji Cannata,1999-01-03,77270,Senior Staff
95443,Shigeo Kitai,1998-01-22,70828,Senior Staff
95444,Shichao Pokrovskii,1997-02-19,58582,Staff
95452,Almudena Rissland,1993-04-01,40000,Senior Staff
95458,Fumiya Murtagh,1995-11-22,51833,Senior Staff
95460,Bedir Oskamp,1999-04-06,40000,Engineer
95470,Roddy Gajiwala,1999-06-22,66763,Senior Staff
95473,Roselyn Wallrath,1988-03-15,49930,Senior Engineer
95474,Guiseppe Akazan,1986-04-22,40000,Senior Staff
95477,Guttorm Junot,2000-10-10,57445,Senior Engineer
95483,Mario Underwood,1997-10-20,69479,Senior Staff
95487,Val Khamsi,1987-04-02,40000,Senior Engineer
95497,Ziya Cromarty,1995-03-27,40059,Technique Leader
95498,Gal Preusig,1991-08-10,40000,Senior Engineer
95501,Gadiel Dulin,1995-04-24,40000,Senior Engineer
95503,Pranay Pulkowski,1995-03-13,40000,Senior Engineer
95505,Tsz Cooley,1986-10-03,61163,Senior Staff
95510,Mototsugu Christ,1999-04-29,50472,Senior Engineer
95511,Sedat Salvesen,1995-01-21,40000,Senior Staff
95516,Geoff Verhaegen,1998-11-25,40000,Staff
95519,Basil Georgatos,1999-05-30,40000,Senior Staff
95520,Jingling Birsak,1992-07-26,51994,Senior Engineer
95521,Yuichiro Savasere,1999-02-16,51415,Engineer
95526,Khue Schaar,1997-08-31,67386,Senior Engineer
95531,Monique Petersohn,2000-05-09,79848,Senior Staff
95537,Nahla Schaap,1999-09-30,40000,Senior Staff
95541,Chinho Whitcomb,2002-06-17,40000,Senior Engineer
95549,Arun Sooriamurthi,1995-11-12,64973,Senior Staff
95551,Persi Stiles,1998-05-30,40000,Engineer
