emp_no,title,from_date,salary,fullname
36193,Engineer,2000-05-13,40000,Roselyn Zambonelli
36653,Senior Engineer,1993-11-26,44921,Vugranam Nyanchama
36197,Senior Staff,1996-10-05,40000,Adamantios Eppinger
36660,Senior Staff,1990-04-28,40000,Uli Potthoff
36202,Senior Staff,1996-07-09,40000,Marla Constantine
36672,Senior Engineer,1998-08-05,52700,Niclas Murtha
36679,Senior Engineer,1996-06-30,51654,Van Pettit
36205,Staff,1999-07-01,74921,Kwangjo Falco
36681,Senior Staff,1995-10-31,43274,Tesuro Gischer
36684,Staff,1999-11-19,40000,Bezalel Bennet
36688,Senior Engineer,2002-01-07,40294,Cristinel Mateescu
36208,Engineer,1997-09-25,40000,Greger Cooke
36692,Technique Leader,1992-05-10,45352,Bedir Guerreiro
36213,Senior Staff,1999-02-16,101204,Vidar Nitto
36694,Engineer,1998-08-13,64737,Toshimitsu Herbst
36695,Staff,1997-02-08,40063,Jaihie Daescu
36698,Senior Staff,1997-04-08,63881,Aksel Shackel
36701,Engineer,1997-04-24,40000,Keung Luca
36214,Senior Staff,1995-08-20,43500,Ymte Crooks
36705,Senior Engineer,1991-11-09,45466,Zissis Berztiss
36707,Senior Staff,2000-01-17,40000,Douadi Uhrig
36223,Senior Engineer,2002-02-25,42949,Fuqing Cooley
36708,Engineer,1997-09-13,40000,Siddarth Heydon
36709,Engineer,1999-03-30,40000,Tsuneo Hettesheimer
36717,Engineer,2001-12-21,40000,Fumino Spataro
36718,Senior Engineer,1996-12-25,40000,Amabile Walston
36719,Senior Engineer,2000-07-24,47077,Chinhyun Maliniak
36230,Senior Staff,1990-06-26,40000,Khatoun Borovoy
36722,Technique Leader,1988-08-29,40000,Samphel Zirintsis
36726,Engineer,1999-01-26,62088,Sampalli Percebois
36727,Senior Engineer,1997-04-02,59923,Zhaofang Greibach
36728,Senior Staff,1997-07-24,67641,Elzbieta Oxman
36235,Senior Engineer,1999-04-14,40000,Rajmohan Rebaine
36732,Engineer,1998-01-15,40000,Idoia Haldar
36236,Senior Engineer,1998-11-28,54239,Siamak Rubsam
36246,Senior Engineer,1996-08-20,40000,Kaijung Cummings
36738,Senior Staff,1991-08-20,51151,Valeri Haddadi
36745,Engineer,1999-05-02,40000,Roddy Wynblatt
36747,Senior Engineer,1996-08-18,40000,Bedir Hooghiemstra
36749,Senior Staff,1989-11-20,40000,Mabhin Stroustrup
36251,Senior Staff,1985-03-13,40000,Kenroku Seiwald
36754,Senior Engineer,1998-05-28,40000,Fumiko Negoita
36756,Technique Leader,1990-09-25,43880,Faiza Matzen
36253,Senior Staff,1999-06-12,47695,Troy Isard
36759,Senior Engineer,1993-07-22,40578,Gennady Skafidas
36760,Senior Engineer,1999-07-15,77750,Fumiyo Norsworthy
36761,Senior Engineer,1992-06-16,40000,Zeljko Hinsberger
36258,Senior Staff,2001-11-01,52231,Przemyslawa Kampfer
36767,Senior Engineer,1993-04-30,44616,Jacopo Chvatal
36777,Senior Engineer,2001-05-14,40000,Kristen Rissland
36780,Senior Engineer,1990-07-24,40000,Annemarie Schnabel
36263,Senior Engineer,1997-06-06,61614,Oddvar Perez
36783,Staff,1999-01-26,40000,Gro Bugrara
36785,Senior Engineer,2000-09-30,40000,Dmitry Wallrath
36788,Senior Engineer,2000-08-30,40000,Kwee Ulupinar
36264,Staff,1998-05-06,67391,Sariel Aamodt
36266,Senior Staff,1997-08-26,43701,Elvia Fujisaki
36794,Engineer,1995-09-27,49164,Satosi Spataro
36795,Senior Staff,1995-05-07,66279,Nidapan Einsfeld
36797,Senior Staff,1994-06-21,59545,Barun Vecchio
36836,Senior Staff,1994-08-19,64254,Sungwon Gladwell
36799,Technique Leader,1986-07-12,46041,Tetsushi Murtagh
36801,Senior Staff,1999-01-25,40667,Kazuhira Ranka
36809,Senior Engineer,1995-01-23,40000,Pranay Nitto
36810,Senior Staff,1993-03-07,40000,Fox Schach
36817,Senior Staff,1993-04-18,80634,Wanqing Zeilberger
36819,Senior Staff,1991-03-23,85601,Tadahiro Parveen
36843,Assistant Engineer,1996-01-26,66556,Masali Gopalakrishnan
36848,Senior Staff,1995-09-23,49372,Guther Sethi
36853,Engineer,1997-06-16,62661,Yannis Speek
37016,Senior Engineer,1994-02-09,40000,Teiji Bodoff
37019,Senior Staff,1997-04-28,61420,Faiza Loncour
36859,Senior Engineer,1994-04-24,40000,Lalit Delgrande
37023,Senior Engineer,1992-01-30,77184,Shiv Flasterstein
36861,Technique Leader,1997-08-28,47885,Haldon Luiz
36862,Engineer,1998-09-24,40000,Deniz Negoita
37039,Engineer,1997-06-27,40000,Dinah Diderrich
36870,Senior Engineer,1995-11-20,40000,Jianhao Luff
37046,Senior Staff,2000-06-06,40000,Ulf Lampe
37048,Senior Engineer,1993-08-26,40000,Fai Eldridge
37051,Senior Staff,1998-09-22,82255,Xuejun Eppinger
37053,Senior Engineer,1999-01-28,40000,Tooru Peron
36871,Senior Engineer,2001-11-19,50661,Yechezkel Gecsei
37055,Senior Staff,2000-04-26,40000,Ramzi Cusworth
36874,Senior Staff,2002-05-11,62935,Genki Aloia
37060,Senior Staff,1994-06-10,43123,Somnath Morrey
36876,Technique Leader,1992-01-01,41221,Sham Fendler
37064,Senior Engineer,2000-06-05,51233,Xinan Rehfuss
37066,Staff,1995-12-02,40847,Moie Himler
37068,Senior Staff,1993-03-20,67150,Xiaoqiang Delgrande
37069,Staff,1995-12-28,40000,Theirry Nitta
36877,Senior Staff,2002-04-02,63066,Shahaf Ranst
37072,Senior Engineer,1997-03-25,44905,Irena Matzat
37074,Senior Engineer,2000-03-11,40000,Divier Murtafg
37075,Senior Engineer,1994-05-12,41657,Kwangjo Zockler
37076,Senior Engineer,1985-07-07,50773,Yechezkel Lichtner
37078,Senior Engineer,1991-12-17,57082,Eben Lueh
37080,Senior Engineer,1995-04-27,40000,Mircea Shihab
37082,Senior Engineer,1994-08-10,52389,Munehiro Zastre
37083,Senior Engineer,2001-02-22,40000,Weidon Ermel
37087,Senior Staff,1998-04-24,40991,Claudi Angel
37100,Senior Engineer,1992-05-09,54935,Jaber Waeselynck
37101,Senior Staff,1995-09-08,54846,Jaewon Pappas
37103,Senior Engineer,1997-05-02,41973,Kazuhira Pileggi
37109,Senior Staff,1998-08-10,47630,Pranjal Varman
37115,Engineer,1999-03-03,54179,Lillian Esteva
37116,Senior Staff,2000-04-28,40000,Eberhardt Mawatari
37117,Assistant Engineer,1996-01-10,40000,Fumiko Munoz
37119,Senior Staff,1998-12-27,48728,Takushi Wixon
37120,Senior Engineer,2001-02-13,64839,Kasidit Masada
36878,Senior Engineer,1996-02-03,46720,Kellie Ratzlaff
37121,Engineer,1999-06-18,40000,Salvador Byoun
37122,Engineer,2000-12-03,49684,Rimon Poupard
37126,Senior Engineer,1998-04-24,40000,Cristinel Passafiume
36880,Senior Staff,2001-05-15,65342,Dzung Setlzner
37131,Engineer,1999-03-17,40000,Conor Koblitz
36895,Engineer,1994-03-02,60484,Abdulla Ozeri
37134,Engineer,1999-07-22,47738,Souichi Krupka
37137,Technique Leader,1998-01-12,41768,Pantung Ishibashi
37141,Senior Staff,1995-09-20,40000,Zhigen Meriste
37143,Senior Staff,1999-03-08,84838,Arie Kitai
37144,Senior Engineer,2000-08-03,45380,Zeydy Kampfer
37146,Staff,1998-05-24,55189,Yinghua Schiper
36900,Senior Engineer,2000-05-21,43971,Zito Peltason
37151,Senior Engineer,1985-04-11,43944,Leaf Biros
37152,Staff,1999-07-18,59041,Gennadi Passafiume
37157,Senior Staff,1999-04-27,40000,Deniz Luce
36906,Senior Engineer,1994-06-28,40000,Anoosh Kornyak
37159,Technique Leader,1989-04-15,50011,Renee Baez
37162,Engineer,1997-02-21,43045,Kiyomitsu Ranze
37164,Senior Engineer,1996-04-12,46579,Fuqing Coney
36914,Staff,1997-03-20,44308,Adit Erol
37166,Senior Engineer,1998-07-14,46858,Xiaobin Pfau
37170,Senior Staff,1991-12-09,40000,Akeel Geffroy
37171,Senior Engineer,1996-07-29,56266,Nathalie Lorys
37172,Engineer,1999-09-01,69501,Turgut Piazza
36915,Assistant Engineer,1997-03-01,40000,Akemi Ferriere
37176,Senior Engineer,1997-02-28,45396,Panayotis Daescu
36916,Senior Staff,1990-09-30,57107,Aleksandar Danlos
37179,Senior Staff,2001-07-07,40000,Khun Eterovic
36917,Senior Engineer,1995-12-06,48748,Kolar Karunanithi
37186,Senior Staff,1993-12-29,40527,Maha Feinberg
36918,Senior Engineer,1994-01-21,50538,Howell Shimshoni
36923,Senior Engineer,1995-01-04,49941,Parviz Jeong
37194,Senior Staff,1995-06-04,59169,Zita Beutelspacher
36925,Senior Staff,1998-07-01,57920,Suvo Brizzi
36930,Senior Engineer,1993-10-18,40000,Sadegh Vasanthakumar
36942,Senior Staff,1996-05-04,49078,Hairong Coney
37198,Technique Leader,1995-09-14,49413,Vitali Milicia
36946,Staff,1997-07-11,40000,Stamatina Atrawala
37209,Senior Engineer,2002-07-01,40000,Fei Erez
37215,Senior Staff,1998-03-02,70598,Lenore Ecklund
36947,Senior Engineer,1998-11-17,40000,Juyoung Anguita
37222,Staff,1998-06-22,40000,Duri Varman
36949,Staff,1999-09-18,61424,Xuejun Schaad
36951,Senior Engineer,1994-09-14,40000,Caolyn Hoppenstand
37227,Senior Engineer,1999-12-31,40000,Zhiwei Shumilov
36953,Senior Staff,2001-07-23,70537,Lihong Butner
37231,Senior Staff,1988-05-16,69868,Vidya Leonhardt
37236,Senior Staff,1998-11-30,51628,Ranan Luby
36956,Senior Staff,1999-06-09,53776,Ulises Marciano
37242,Senior Staff,2002-01-24,40000,Mana Erol
37245,Senior Staff,1999-02-19,74284,Along Gyimothy
36959,Senior Staff,1995-05-06,58965,Morrie Jenevein
36961,Senior Engineer,1990-03-09,54795,Qiwen Thorelli
36965,Senior Engineer,1989-05-11,51883,Yechiam Munch
37259,Senior Engineer,1993-05-13,40000,Gen Tanemo
37260,Senior Staff,1999-11-27,40795,Sham Fontan
37263,Senior Staff,1994-03-03,74238,Aris Rotem
37265,Senior Engineer,1995-12-23,41467,Bokyung Ellozy
36967,Senior Staff,1994-07-05,58556,Shigehiro Kuzuoka
37267,Senior Staff,1988-07-04,64159,Itzchak Falster
37270,Senior Engineer,1997-11-05,40000,Deborah Bharadwaj
36968,Staff,1998-02-03,65871,Shin Siprelle
36973,Senior Staff,2000-08-27,49315,Taiji Erman
37280,Staff,1999-02-21,56824,Nathan Nyanchama
37281,Senior Staff,1995-05-28,69468,Gita Fontan
36981,Senior Engineer,2000-01-10,63132,Sandeepan Salinas
37288,Senior Staff,2001-09-03,63929,Mahmut McClurg
37295,Senior Staff,1998-03-27,71559,Toshimitsu Zizka
37296,Senior Staff,2001-11-01,40000,Arno Zaccaria
36986,Senior Engineer,1992-04-26,60249,Fabrizio Lalonde
37303,Senior Staff,1997-01-03,59660,Rasikan Piancastelli
37305,Senior Staff,1992-10-19,40000,Mitchel Restivo
36987,Senior Staff,1993-04-20,64202,Brigham Erde
37306,Senior Staff,1989-10-11,44816,Mingzeng Braunschweig
37308,Senior Staff,1993-10-13,62491,Iara Beerel
36999,Senior Staff,1994-05-21,60401,Arunas Range
37311,Senior Staff,1991-04-11,42339,Lihong Eickenmeyer
37312,Senior Staff,1994-05-25,91985,Arie Gecsei
37318,Senior Staff,1999-05-21,57930,Alejandro Isard
37321,Staff,1999-10-09,70679,Snehasis Otillio
37006,Senior Staff,1996-09-06,50081,Steve Staelin
37327,Senior Engineer,1998-06-30,40000,Marko Avouris
37383,Senior Staff,1995-03-03,46881,Roddy Chepyzhov
37343,Senior Staff,1987-04-03,72404,Geoff Kleiser
37348,Senior Staff,1994-09-13,81615,Zhiguo Ratzlaff
37353,Senior Staff,2002-01-10,40000,Wayne Ghemri
37388,Senior Engineer,1989-05-22,40000,Ziya Ramamoorthy
37359,Senior Staff,1990-04-24,69896,Sangeeta Karnin
37360,Staff,1996-11-26,49164,Nevin Orlowska
37362,Senior Staff,1997-03-27,64745,Sajjad Setlzner
37389,Senior Staff,2000-06-01,40000,Shuzo Ghandeharizadeh
37366,Senior Engineer,1999-10-24,61047,Carrsten Ginesta
37369,Engineer,1997-08-16,49891,Hitomi Silva
37370,Senior Engineer,2000-02-16,40000,Maya Cardazo
37372,Senior Staff,1992-03-05,45450,Dietrich Peot
37373,Senior Engineer,1998-08-25,54342,Eben Nicolson
37374,Senior Engineer,2000-03-12,40000,Constantino Bridgland
37567,Senior Engineer,2002-02-21,40000,Lorien Gurbaxani
37568,Staff,1994-08-10,40000,Youngkon Busillo
37396,Engineer,1995-10-17,63369,Leszek Siegrist
37571,Senior Staff,1994-04-24,63776,Lena Zyda
37577,Senior Staff,1990-09-19,72384,Mansur Narwekar
37402,Senior Staff,1998-02-15,73442,Amstein Sundgren
37582,Engineer,1998-10-25,65205,Douadi Lipner
37584,Engineer,1995-11-04,40000,Kasturi Anick
37406,Engineer,2001-12-24,58809,Rildo Cincotta
37589,Engineer,1995-11-16,64255,True Spinelli
37407,Senior Engineer,2001-07-19,46908,Danae Cochrane
37408,Senior Engineer,1996-09-15,40286,Mark Boguraev
37600,Senior Staff,1991-04-10,71481,Kerhong Engelmann
37409,Senior Staff,2000-10-25,52220,Niranjan Akaboshi
37608,Senior Engineer,1990-07-16,42490,Kasturi Linnainmaa
37412,Engineer,1999-08-14,64888,Hairong Koyama
37612,Senior Engineer,1986-08-05,55447,Etsuo Sridhar
37616,Technique Leader,1997-08-26,41479,Kensei Olano
37617,Senior Staff,1995-04-04,47983,Joydip Tagansky
37413,Senior Engineer,1999-05-10,40000,Jagoda Gill
37619,Senior Staff,1996-12-12,63840,Xuedong DuCasse
37620,Senior Staff,1993-03-29,40000,Xinyu Morton
37414,Senior Staff,1997-05-05,97791,Jahangir Setlzner
37624,Technique Leader,1988-07-02,60860,Jianhua Bahi
37423,Senior Staff,2002-03-27,40551,Karlis Borstler
37627,Senior Staff,1992-08-21,65895,Jasminko Ladret
37628,Senior Engineer,2000-03-26,40000,Bedrich Guenter
37633,Engineer,1999-06-19,47808,Jixiang Krone
37424,Senior Engineer,1997-09-11,40000,Bogdan Perri
37635,Senior Engineer,1998-12-18,60903,Barun Sooriamurthi
37637,Senior Staff,1996-11-03,40000,Maja Rabehasaina
37427,Senior Engineer,1997-09-07,40000,Barna Anandan
37642,Senior Engineer,1999-04-11,40000,Salvador Vilarrasa
37644,Senior Staff,2000-01-27,40000,Martina Zweizig
37428,Senior Staff,1996-05-02,43844,Ayakannu Shihab
37645,Senior Engineer,1997-02-12,53242,Ebru Greenaway
37432,Senior Staff,1993-07-13,70777,Gino Dichev
37648,Staff,1998-07-14,52219,Sreenivas Luef
37649,Senior Staff,1998-05-08,69185,Jolita Puppe
37438,Engineer,1996-04-30,43818,Hinrich Delgrossi
37659,Senior Engineer,1986-10-04,64978,Florina Armand
37661,Senior Staff,1996-03-05,67898,Masamitsu Begiun
37662,Senior Staff,1990-10-22,42701,Xiadong Schurmann
37440,Senior Staff,2001-08-30,89694,Jayesh Yoshizawa
37664,Senior Engineer,2002-07-31,40000,Dines Sundgren
37667,Senior Engineer,1999-09-10,69655,Miyeon Cronan
37442,Senior Staff,1993-07-27,70371,Subhada Lipner
37669,Senior Engineer,1997-11-20,47769,Masato Perng
37673,Senior Engineer,1998-07-02,40000,Tiina Raczkowsky
37452,Senior Staff,1992-06-20,40000,Wanqing Weiland
37674,Senior Staff,2000-05-24,83927,Vitali Sinitsyn
37675,Senior Engineer,1994-09-17,40000,Chikara Marshall
37676,Engineer,1998-02-02,57860,Hisao Lemarechal
37679,Senior Staff,1999-02-26,40000,Sungwon Khalil
37680,Senior Staff,1997-06-05,49160,Shalesh McDermid
37681,Staff,1999-05-17,40000,Jaques Biran
37687,Senior Staff,1999-03-11,75401,Adamantios Socorro
37454,Staff,1999-01-24,73239,KayLiang Bernardeschi
37463,Senior Staff,1988-01-08,70632,Lihong Nittel
37704,Senior Engineer,1997-01-29,47445,Shigeichiro Randi
37705,Senior Staff,1993-02-16,54898,Guangming Straney
37712,Staff,1997-11-14,48944,Aris Takkinen
37716,Assistant Engineer,1998-02-16,40000,Gill Hutton
37717,Senior Staff,1996-03-27,84584,Arunachalam Lichtman
37466,Senior Engineer,1996-10-08,40000,Mabhin Barinka
37720,Senior Engineer,1996-06-14,40000,True Samarati
37469,Senior Staff,1991-06-24,40000,Nikolaos Servi
37724,Senior Staff,1997-01-16,45938,Owen Gronowski
37730,Senior Staff,1998-11-17,57348,Rimon Castellani
37470,Technique Leader,1995-11-17,41834,Moni Schwabacher
37735,Senior Engineer,1993-02-23,40000,Magy Larfeldt
37473,Senior Staff,1999-02-16,55963,Prasadram Valette
37740,Senior Engineer,1997-11-21,57918,Ramalingam Molenkamp
37741,Senior Engineer,1998-06-15,40000,Vitali Bojadziev
37745,Engineer,1998-05-22,60173,Sivanarayana Kriebel
37747,Senior Engineer,2000-05-21,45519,Sahrah Schaft
37476,Senior Staff,1995-12-08,63274,Gita Isaak
37751,Senior Staff,2002-02-06,59872,Jacopo DuBourdieux
37478,Senior Engineer,1996-12-10,40000,Kenton Mahmud
37761,Senior Staff,2002-01-03,64677,Zhaofang Kakkad
37764,Senior Staff,1997-08-21,52634,Kristine Albarhamtoshy
37495,Engineer,1999-07-07,40000,Kazuhide Ramsey
37768,Senior Engineer,1992-11-02,63585,Taizo Carrere
37776,Senior Engineer,2000-08-28,40000,Bluma Swiler
37777,Senior Engineer,1991-05-03,58844,Gaurav Vidal
37783,Technique Leader,1996-11-30,62051,Mori Rathonyi
37785,Technique Leader,1994-05-15,52094,Kenroku Giaccio
37496,Senior Staff,1989-08-28,72940,Danny Tchuente
37791,Senior Engineer,1993-12-05,49927,Ebbe Schaaf
37792,Technique Leader,1985-07-01,57071,Shem Esteva
37501,Senior Staff,1996-12-18,40000,Mona Syang
37794,Senior Engineer,2002-07-15,49173,Parke Driscoll
37798,Senior Engineer,1997-09-09,40000,Ingmar Salvesen
37504,Senior Engineer,1994-05-30,40000,Mack Maquelin
37803,Staff,1996-11-07,40000,Mandell Eiron
37506,Staff,1999-11-10,73470,Manu Rajala
37807,Senior Engineer,1998-03-04,64932,Apostol Douceur
37808,Senior Engineer,1998-09-25,40000,Kwangsub Katzenelson
37507,Senior Staff,1993-07-04,65398,Kamran Quittner
37813,Senior Staff,1993-02-02,53416,Paddy Kamble
37516,Senior Staff,1996-12-19,75299,Leon Syrzycki
37814,Senior Staff,1995-09-12,86781,Adel Salvesen
37822,Technique Leader,1986-10-21,40000,Gou Huhdanpaa
37823,Senior Engineer,1995-04-15,53356,Gladys Kilgour
37828,Staff,1998-03-16,52309,Denny Nastansky
37832,Senior Engineer,1994-12-06,41977,Jaber Choobineh
37840,Technique Leader,1991-12-24,40000,Vidar Georg
37848,Senior Engineer,1991-11-05,42198,Beshir Tetzlaff
37850,Senior Engineer,1996-12-04,40000,Bikash Underwood
37851,Senior Engineer,1993-05-12,40000,Lidong Vecchi
37852,Senior Engineer,1993-09-04,66409,Christophe Lunt
37856,Staff,1999-01-16,68358,Parto Laventhal
37862,Senior Staff,1991-04-29,52065,Barun Masaki
37864,Senior Engineer,1995-08-22,40000,Inderjeet Chinin
37867,Engineer,1997-01-17,43285,Valeri Encarnacion
37871,Engineer,1996-02-27,50815,Bernice Reghbati
37881,Senior Staff,1990-02-05,69675,Sedat Falster
37882,Staff,1997-12-12,70731,Alexius Mellouli
37884,Senior Staff,1997-08-14,56273,Mikhail Butterworth
37887,Senior Engineer,1997-05-09,40000,Limsoon Molberg
37891,Senior Engineer,1985-05-16,40000,Sumali Munro
37518,Senior Engineer,1992-07-02,40000,Nahum Rassart
37896,Engineer,1997-06-12,40000,Kristinn Hebert
37897,Senior Staff,1999-04-18,40000,Adit Madeira
37900,Senior Staff,1992-05-10,48991,Maia Thummel
37520,Staff,1999-11-04,70098,Jaihie Baezner
37907,Senior Engineer,1993-08-28,40000,Karlis Varker
37523,Senior Engineer,2001-05-31,40150,Giordano Bazelow
37909,Senior Engineer,2000-10-21,51967,Kitty Terekhov
37910,Engineer,1999-10-01,66572,Kwangyoen Danley
37529,Staff,1997-08-03,86178,Conrado Jording
37914,Technique Leader,1987-11-13,48118,Yinlin Rosch
37918,Senior Engineer,2001-03-16,42927,Adas Bazzichi
37534,Senior Engineer,1998-09-24,40000,Frederique McFarlin
37924,Senior Engineer,1998-07-06,52823,Holgard Hatcliff
37929,Senior Engineer,1999-12-11,42764,Clyde Takkinen
37931,Senior Engineer,1992-12-30,47237,Hercules Iwayama
37540,Senior Engineer,1999-11-06,48382,Akhilish Chepyzhov
37934,Engineer,1997-09-22,40000,Marl Montemayor
37546,Senior Engineer,1991-12-16,43499,Debaprosad Menhardt
37547,Senior Staff,1999-08-22,54176,Vivian Tasistro
37554,Engineer,1999-03-26,40000,True Oskamp
37937,Senior Staff,1987-08-09,74014,Xiahua Pero
37942,Staff,1999-12-07,73412,Kagan Schlenzig
37944,Senior Engineer,1996-06-27,40000,Fun Byoun
37562,Staff,1995-01-19,46045,Bingning Eugenio
37948,Senior Staff,1995-07-25,56561,Jayson Zykh
37952,Senior Staff,1999-11-09,40000,Xuedong Munawer
37953,Senior Engineer,1998-03-12,56038,Christoph Gadepally
38123,Senior Staff,1996-08-23,69068,Kien Cummings
37970,Senior Staff,1993-02-07,60997,Cathie Woycyznski
37975,Senior Engineer,1994-07-17,67190,Garnet Onuegbe
37976,Engineer,1998-03-03,56026,Yuichiro Crooks
37978,Engineer,1993-09-14,43673,Ortrud Rando
37985,Senior Engineer,2000-04-17,61760,Gian Denna
37988,Engineer,1998-04-03,48588,Lucian Naumovich
38134,Staff,1999-09-01,40000,Hatim Middleton
37999,Senior Staff,1991-09-08,54151,Niclas Shumilov
38001,Senior Engineer,2000-04-10,40000,Valter Adachi
38136,Engineer,1999-11-22,48031,Shaunak Kossowski
38146,Senior Staff,1993-04-29,59776,Paddy Plavsic
38007,Senior Staff,2001-02-02,61039,Lenore Seghrouchni
38156,Senior Staff,1995-09-26,40000,Akeel Honglei
38014,Senior Staff,1996-07-19,64101,Nigel Scallan
38015,Senior Staff,1999-12-13,40000,Sorina Basart
38157,Senior Staff,1992-05-27,47959,Hideo Soicher
38170,Senior Staff,1996-06-13,83450,Leon Gulla
38019,Senior Staff,1991-12-22,94643,Charlene Yoshimura
38025,Staff,1993-12-26,40053,Ghassan Kolvik
38174,Senior Staff,1996-04-04,94390,Xiaobin Peron
38029,Senior Engineer,2001-09-16,52294,Mayuko Pashtan
38181,Senior Engineer,1996-12-14,56574,Radhakrishnan Rusterholz
38030,Senior Engineer,1997-07-19,61523,Lillian Jiafu
38183,Senior Engineer,2000-12-07,40000,Janche Swiss
38037,Senior Engineer,1988-06-05,41043,Georg Angot
38184,Senior Staff,2001-05-14,75770,Irene Carrere
38191,Senior Staff,1991-12-29,46724,Huei Suomi
38195,Engineer,1996-05-30,43167,Fumino Kawashima
38196,Senior Engineer,1998-11-11,54163,Munehiko Khamsi
38057,Senior Staff,2000-04-19,40000,Nadjib Velardi
38058,Senior Engineer,2001-10-27,40081,Khalil Kavraki
38201,Senior Engineer,1990-06-10,40000,Anoosh Erdi
38060,Senior Staff,1998-02-02,70402,Ennio Schahn
38063,Engineer,1997-02-11,40000,Nevin Fabrizio
38204,Senior Staff,1985-10-20,81148,Jianwen Azadmanesh
38065,Senior Engineer,1998-03-12,55189,Chuanyi Schaap
38207,Senior Staff,1998-04-03,40000,Shigeu Ciolek
38072,Senior Engineer,2000-10-12,41970,Christ Monarch
38212,Senior Staff,1998-03-01,40000,Siamak Rodier
38073,Senior Engineer,1997-07-08,46351,Xiaoshan Morton
38074,Senior Staff,1997-05-13,82778,Marek Ritzmann
38075,Senior Staff,1997-11-11,56297,Trygve Mamelak
38076,Staff,1995-12-27,63867,Kiyotoshi Flowers
38216,Staff,1999-07-06,40000,Nitsan Ananiadou
